47,69,1778,47,69,1778,1.49231e+06,645
47,69,1778,47,69,1778,1.49231e+06,1642
47,69,1778,47,69,1778,1.49231e+06,607
47,69,1778,87,129,1157,1.01621e+06,587
47,69,1778,87,129,1157,1.01621e+06,1352
47,69,1778,87,129,1157,1.01621e+06,1100
47,69,1778,141,162,1767,1.52488e+06,2035
47,69,1778,141,162,1767,1.52488e+06,2141
47,69,1778,141,162,1767,1.52488e+06,1060
87,129,1157,47,69,1778,1.0162e+06,536
87,129,1157,47,69,1778,1.0162e+06,1596
87,129,1157,47,69,1778,1.0162e+06,597
87,129,1157,87,129,1157,1.01059e+06,1055
87,129,1157,87,129,1157,1.01059e+06,1074
87,129,1157,87,129,1157,1.01059e+06,638
87,129,1157,141,162,1767,1.4472e+06,2474
87,129,1157,141,162,1767,1.4472e+06,1005
87,129,1157,141,162,1767,1.4472e+06,2449
141,162,1767,47,69,1778,1.52487e+06,401
141,162,1767,47,69,1778,1.52487e+06,1272
141,162,1767,47,69,1778,1.52487e+06,1248
141,162,1767,87,129,1157,1.4472e+06,1392
141,162,1767,87,129,1157,1.4472e+06,605
141,162,1767,87,129,1157,1.4472e+06,1397
141,162,1767,141,162,1767,2.13599e+06,1009
141,162,1767,141,162,1767,2.13599e+06,2024
141,162,1767,141,162,1767,2.13599e+06,2132
398,528,792,47,69,1778,412289,1246
398,528,792,87,129,1157,719122,1573
398,528,792,87,129,1157,719122,1278
398,528,792,87,129,1157,719122,2441
