47,69,1778,47,69,1778,1.49231e+06,342
47,69,1778,47,69,1778,1.49231e+06,345
47,69,1778,47,69,1778,1.49231e+06,1642
47,69,1778,87,129,1157,1.01621e+06,683
47,69,1778,87,129,1157,1.01621e+06,1428
47,69,1778,87,129,1157,1.01621e+06,1308
47,69,1778,141,162,1767,1.52487e+06,2799
47,69,1778,141,162,1767,1.52487e+06,1118
47,69,1778,141,162,1767,1.52487e+06,1126
87,129,1157,47,69,1778,1.0162e+06,1173
87,129,1157,47,69,1778,1.0162e+06,1164
87,129,1157,47,69,1778,1.0162e+06,1229
87,129,1157,87,129,1157,1.01059e+06,1146
87,129,1157,87,129,1157,1.01059e+06,1022
87,129,1157,87,129,1157,1.01059e+06,589
87,129,1157,141,162,1767,1.4472e+06,1432
87,129,1157,141,162,1767,1.4472e+06,1075
87,129,1157,141,162,1767,1.4472e+06,1311
141,162,1767,47,69,1778,1.52487e+06,1147
141,162,1767,47,69,1778,1.52487e+06,1098
141,162,1767,47,69,1778,1.52487e+06,1118
141,162,1767,87,129,1157,1.4472e+06,1431
141,162,1767,87,129,1157,1.4472e+06,1028
141,162,1767,87,129,1157,1.4472e+06,1143
141,162,1767,141,162,1767,2.136e+06,1696
141,162,1767,141,162,1767,2.13599e+06,2334
141,162,1767,141,162,1767,2.13599e+06,2349
398,528,792,47,69,1778,412289,1493
398,528,792,141,162,1767,901371,1032
398,528,792,398,528,792,1.60267e+06,2333
