47,69,1778,47,69,1778,1.49231e+06,119
47,69,1778,47,69,1778,1.49231e+06,97
47,69,1778,47,69,1778,1.49231e+06,96
47,69,1778,87,129,1157,1.0162e+06,178
47,69,1778,87,129,1157,1.0162e+06,178
47,69,1778,87,129,1157,1.0162e+06,178
47,69,1778,141,162,1767,1.52487e+06,192
47,69,1778,141,162,1767,1.52487e+06,1828
47,69,1778,141,162,1767,1.52487e+06,172
47,69,1778,398,528,792,412289,266
47,69,1778,398,528,792,412289,262
47,69,1778,398,528,792,412289,265
47,69,1778,912,194,251,124172,1386
47,69,1778,912,194,251,124172,1369
47,69,1778,912,194,251,124172,1380
87,129,1157,47,69,1778,1.0162e+06,82
87,129,1157,47,69,1778,1.0162e+06,81
87,129,1157,47,69,1778,1.0162e+06,84
87,129,1157,87,129,1157,1.01059e+06,145
87,129,1157,87,129,1157,1.01059e+06,148
87,129,1157,87,129,1157,1.01059e+06,148
87,129,1157,141,162,1767,1.4472e+06,150
87,129,1157,141,162,1767,1.4472e+06,1852
87,129,1157,141,162,1767,1.4472e+06,147
87,129,1157,398,528,792,719125,188
87,129,1157,398,528,792,719125,1812
87,129,1157,398,528,792,719125,186
87,129,1157,912,194,251,208325,1523
87,129,1157,912,194,251,208325,1575
87,129,1157,912,194,251,208325,1575
141,162,1767,47,69,1778,1.52487e+06,120
141,162,1767,47,69,1778,1.52487e+06,122
141,162,1767,47,69,1778,1.52487e+06,120
141,162,1767,87,129,1157,1.4472e+06,215
141,162,1767,87,129,1157,1.4472e+06,1783
141,162,1767,87,129,1157,1.4472e+06,216
141,162,1767,141,162,1767,2.13599e+06,226
141,162,1767,141,162,1767,2.13599e+06,1773
141,162,1767,141,162,1767,2.13599e+06,226
141,162,1767,398,528,792,901372,1717
141,162,1767,398,528,792,901372,321
141,162,1767,398,528,792,901372,278
141,162,1767,912,194,251,266596,1357
141,162,1767,912,194,251,266596,1363
141,162,1767,912,194,251,266596,1262
398,528,792,47,69,1778,412289,54
398,528,792,47,69,1778,412289,53
398,528,792,47,69,1778,412289,1943
398,528,792,87,129,1157,719125,94
398,528,792,87,129,1157,719125,91
398,528,792,87,129,1157,719125,92
398,528,792,141,162,1767,901372,92
398,528,792,141,162,1767,901372,94
398,528,792,141,162,1767,901372,90
398,528,792,398,528,792,1.60248e+06,196
398,528,792,398,528,792,1.60248e+06,196
398,528,792,398,528,792,1.60248e+06,196
