47,69,1778,47,69,1778,1.49231e+06,650,4.82461538461538461538
47,69,1778,47,69,1778,1.49231e+06,1358,2.30927835051546391752
47,69,1778,47,69,1778,1.49231e+06,1299,2.41416474210931485758
47,69,1778,87,129,1157,1.0162e+06,1205,1.80331950207468879668
47,69,1778,87,129,1157,1.0162e+06,1256,1.73009554140127388535
47,69,1778,87,129,1157,1.0162e+06,1269,1.71237194641449960598
47,69,1778,141,162,1767,1.52487e+06,1125,4.12533333333333333333
47,69,1778,141,162,1767,1.52487e+06,1124,4.12900355871886120996
47,69,1778,141,162,1767,1.52487e+06,1114,4.16606822262118491921
87,129,1157,47,69,1778,1.0162e+06,1057,2.01040681173131504257
87,129,1157,47,69,1778,1.0162e+06,1062,2.00094161958568738229
87,129,1157,47,69,1778,1.0162e+06,476,4.46428571428571428571
87,129,1157,87,129,1157,1.01059e+06,1051,1.98477640342530922930
87,129,1157,87,129,1157,1.01059e+06,1024,2.03710937500000000000
87,129,1157,87,129,1157,1.01059e+06,1011,2.06330365974282888229
87,129,1157,141,162,1767,1.4472e+06,1030,2.99223300970873786407
87,129,1157,141,162,1767,1.4472e+06,2459,1.25335502236681577877
87,129,1157,141,162,1767,1.4472e+06,1520,2.02763157894736842105
141,162,1767,47,69,1778,1.52487e+06,444,10.74099099099099099099
141,162,1767,47,69,1778,1.52487e+06,1575,3.02793650793650793650
141,162,1767,47,69,1778,1.52487e+06,1439,3.31410701876302988186
141,162,1767,87,129,1157,1.4472e+06,2575,1.18446601941747572815
141,162,1767,87,129,1157,1.4472e+06,584,5.22260273972602739726
141,162,1767,87,129,1157,1.4472e+06,2567,1.18815738215816127775
141,162,1767,141,162,1767,2.13599e+06,3766,1.43255443441317047265
141,162,1767,141,162,1767,2.13599e+06,2109,2.55808440018966334755
141,162,1767,141,162,1767,2.13599e+06,1018,5.29960707269155206286
141,162,1767,398,528,792,901376,2200,1.51181818181818181818
