Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   32052/206793      jsonxx::Object::reset() <cycle 3> [53]
                               32052             jsonxx::Object::import(jsonxx::Object const&) <cycle 2> [15]
-----------------------------------------------
                0.00    0.00   89416/89416       std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::operator[](std::string const&) [20]
[74]     0.0    0.00    0.00   89416         std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::insert(std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [74]
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [75]
                0.00    0.00   89416/89416       std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> > const&) [147]
-----------------------------------------------
                0.00    0.00   89416/89416       std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::insert(std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [74]
[75]     0.0    0.00    0.00   89416         std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [75]
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::string const&) [78]
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   89416/503840      std::_Select1st<std::pair<std::string const, jsonxx::Value*> >::operator()(std::pair<std::string const, jsonxx::Value*> const&) const [97]
-----------------------------------------------
                0.00    0.00   26812/26812       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) const [24]
[76]     0.0    0.00    0.00   26812         std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*, std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*, std::string const&) const [76]
                0.00    0.00   58324/260605      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*) [48]
                0.00    0.00   58324/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
                0.00    0.00   29885/29885       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_left(std::_Rb_tree_node_base const*) [210]
                0.00    0.00   28439/28439       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_right(std::_Rb_tree_node_base const*) [211]
                0.00    0.00   26812/144540      std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::_Rb_tree_const_iterator(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*) [125]
-----------------------------------------------
                0.00    0.00       2/3237        loadCG(std::string const&, std::vector<std::string, std::allocator<std::string> >&) [81]
                0.00    0.00    3235/3237        loadCFG(std::string const&, std::map<std::string, unsigned long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > > const&) [9]
[77]     0.0    0.00    0.00    3237         jsonxx::Array& jsonxx::Object::get<jsonxx::Array>(std::string const&) [77]
                0.00    0.00    3237/3237        bool jsonxx::Object::has<jsonxx::Array>(std::string const&) const [79]
                0.00    0.00    3237/78380       std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) [62]
                0.00    0.00    3237/106920      jsonxx::assertion(char const*, int, char const*, bool) [134]
                0.00    0.00    3237/116228      std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >::operator->() const [132]
                0.00    0.00    3237/3237        jsonxx::Array& jsonxx::Value::get<jsonxx::Array>() [316]
-----------------------------------------------
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [75]
[78]     0.0    0.00    0.00   89416         std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::string const&) [78]
                0.00    0.00   48251/127847      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_key(std::_Rb_tree_node_base const*) [60]
                0.00    0.00   89416/89416       std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::_M_const_cast() const [145]
                0.00    0.00   89416/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_end() [96]
                0.00    0.00   70210/70210       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::size() const [162]
                0.00    0.00   50384/50384       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_unique_pos(std::string const&) [187]
                0.00    0.00   48251/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
                0.00    0.00   39652/140420      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_rightmost() [128]
                0.00    0.00   39180/139948      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_leftmost() [129]
                0.00    0.00   39032/93421       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base* const&) [138]
                0.00    0.00    9219/9219        std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >::operator--() [270]
                0.00    0.00    9219/232781      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_right(std::_Rb_tree_node_base*) [106]
-----------------------------------------------
                0.00    0.00    3237/3237        jsonxx::Array& jsonxx::Object::get<jsonxx::Array>(std::string const&) [77]
[79]     0.0    0.00    0.00    3237         bool jsonxx::Object::has<jsonxx::Array>(std::string const&) const [79]
                0.00    0.00    3237/26812       std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) const [23]
                0.00    0.00    3237/181516      std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::operator->() const [56]
                0.00    0.00    3237/58864       std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::end() const [165]
                0.00    0.00    3237/110432      std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::operator!=(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> > const&) const [133]
                0.00    0.00    3237/6474        bool jsonxx::Value::is<jsonxx::Array>() const [287]
-----------------------------------------------
                0.00    0.00   24936/24936       jsonxx::Value::parse(std::istream&, jsonxx::Value&) <cycle 1> [21]
[80]     0.0    0.00    0.00   24936         jsonxx::parse_bool(std::istream&, bool&) [80]
                0.00    0.00   49872/334657      jsonxx::match(char const*, std::istream&) [30]
-----------------------------------------------
                0.00    0.00       2/2           SimilarityMatrix::SimilarityMatrix(std::string const&, std::string const&, std::string const&, std::string const&) [28]
[81]     0.0    0.00    0.00       2         loadCG(std::string const&, std::vector<std::string, std::allocator<std::string> >&) [81]
                0.00    0.00       2/164         jsonxx::Object::parse(std::string const&) [13]
                0.00    0.00     472/23575       std::string& jsonxx::Object::get<std::string>(std::string const&) [22]
                0.00    0.00       2/164         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [17]
                0.00    0.00       2/3237        jsonxx::Array::Array(jsonxx::Array const&) [11]
                0.00    0.00       2/3237        jsonxx::Array& jsonxx::Object::get<jsonxx::Array>(std::string const&) [77]
                0.00    0.00       2/206793      jsonxx::Array::~Array() <cycle 3> [242]
                0.00    0.00       2/206793      jsonxx::Object::~Object() <cycle 3> [69]
                0.00    0.00     475/6621        bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [280]
                0.00    0.00     472/26648       jsonxx::Object& jsonxx::Array::get<jsonxx::Object>(unsigned int) [224]
                0.00    0.00     162/162         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [414]
                0.00    0.00       2/50384       jsonxx::Object::Object() [178]
                0.00    0.00       2/43769       jsonxx::Array::size() const [197]
-----------------------------------------------
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [75]
[82]     0.0    0.00    0.00   89416         std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   25972/127847      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_S_key(std::_Rb_tree_node_base const*) [60]
                0.00    0.00   89416/89416       std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_create_node(std::pair<std::string const, jsonxx::Value*> const&) [152]
                0.00    0.00   89416/1009280     std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*) [93]
                0.00    0.00   76356/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_end() [96]
                0.00    0.00   25972/503840      std::_Select1st<std::pair<std::string const, jsonxx::Value*> >::operator()(std::pair<std::string const, jsonxx::Value*> const&) const [97]
                0.00    0.00   25972/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
-----------------------------------------------
                0.00    0.00   24936/24936       jsonxx::Value::parse(std::istream&, jsonxx::Value&) <cycle 1> [21]
[83]     0.0    0.00    0.00   24936         jsonxx::parse_null(std::istream&) [83]
                0.00    0.00   24936/334657      jsonxx::match(char const*, std::istream&) [30]
-----------------------------------------------
                                6604             jsonxx::Value::import(jsonxx::Array const&) <cycle 2> [85]
[84]     0.0    0.00    0.00    6604         jsonxx::Array::operator=(jsonxx::Array const&) <cycle 2> [84]
                0.00    0.00    6604/206793      jsonxx::Array::reset() <cycle 3> [51]
                                6604             jsonxx::Array::import(jsonxx::Array const&) <cycle 2> [50]
-----------------------------------------------
                                6604             jsonxx::Value::import(jsonxx::Value const&) <cycle 2> [65]
[85]     0.0    0.00    0.00    6604         jsonxx::Value::import(jsonxx::Array const&) <cycle 2> [85]
                0.00    0.00    6604/206793      jsonxx::Value::reset() <cycle 3> [103]
                0.00    0.00    6604/13372       jsonxx::Array::Array() [263]
                                6604             jsonxx::Array::operator=(jsonxx::Array const&) <cycle 2> [84]
-----------------------------------------------
                0.00    0.00       1/1           SimilarityMatrix::SimilarityMatrix(std::string const&, std::string const&, std::string const&, std::string const&) [28]
[86]     0.0    0.00    0.00       1         SimilarityMatrix::sort_1() [86]
                0.00    0.00      12/770         std::map<std::string, unsigned long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::insert(std::pair<std::string const, unsigned long> const&) [44]
                0.00    0.00      13/1935        std::vector<std::string, std::allocator<std::string> >::size() const [340]
                0.00    0.00      12/3624        std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long) [312]
                0.00    0.00      12/770         std::pair<std::string, unsigned long>::pair(std::string const&, unsigned long const&) [356]
                0.00    0.00      12/770         std::pair<std::string const, unsigned long>::pair<std::string, unsigned long>(std::pair<std::string, unsigned long> const&) [355]
                0.00    0.00      12/1528        std::pair<std::string const, unsigned long>::~pair() [342]
                0.00    0.00      12/770         std::pair<std::string, unsigned long>::~pair() [357]
-----------------------------------------------
                0.00    0.00       1/1           SimilarityMatrix::SimilarityMatrix(std::string const&, std::string const&, std::string const&, std::string const&) [28]
[87]     0.0    0.00    0.00       1         SimilarityMatrix::sort_2() [87]
                0.00    0.00      12/770         std::map<std::string, unsigned long, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::insert(std::pair<std::string const, unsigned long> const&) [44]
                0.00    0.00      13/1935        std::vector<std::string, std::allocator<std::string> >::size() const [340]
                0.00    0.00      12/3624        std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long) [312]
                0.00    0.00      12/770         std::pair<std::string, unsigned long>::pair(std::string const&, unsigned long const&) [356]
                0.00    0.00      12/770         std::pair<std::string const, unsigned long>::pair<std::string, unsigned long>(std::pair<std::string, unsigned long> const&) [355]
                0.00    0.00      12/770         std::pair<std::string, unsigned long>::~pair() [357]
                0.00    0.00      12/1528        std::pair<std::string const, unsigned long>::~pair() [342]
-----------------------------------------------
                0.00    0.00   50384/1009280     std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_unique_pos(std::string const&) [187]
                0.00    0.00   89416/1009280     std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   89416/1009280     std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >::_M_const_cast() const [145]
                0.00    0.00  151152/1009280     std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::begin() [122]
                0.00    0.00  167796/1009280     std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*, std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*, std::string const&) [52]
                0.00    0.00  461116/1009280     std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::end() [98]
[93]     0.0    0.00    0.00 1009280         std::_Rb_tree_iterator<std::pair<std::string const, jsonxx::Value*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*) [93]
-----------------------------------------------
                0.00    0.00     161/670496      std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, spgk_input_t*> const&) [415]
                0.00    0.00     756/670496      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, unsigned long> const&) [367]
                0.00    0.00    1491/670496      std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_get_insert_unique_pos(std::string const&) [421]
                0.00    0.00    2405/670496      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [329]
                0.00    0.00    3496/670496      std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
                0.00    0.00    5202/670496      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&) [335]
                0.00    0.00    5935/670496      std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [283]
                0.00    0.00    7274/670496      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_get_insert_unique_pos(std::string const&) [46]
                0.00    0.00   13884/670496      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::find(std::string const&) const [260]
                0.00    0.00   19206/670496      std::map<std::string, jsonxx::Value*, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::operator[](std::string const&) [20]
                0.00    0.00   25972/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   26812/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) [63]
                0.00    0.00   26812/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) const [24]
                0.00    0.00   29980/670496      std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::string const&) [314]
                0.00    0.00   48251/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::string const&) [78]
                0.00    0.00   48319/670496      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, int> >*, std::_Rb_tree_node<std::pair<std::string const, int> >*, std::string const&) [285]
                0.00    0.00   58324/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*, std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> > const*, std::string const&) const [76]
                0.00    0.00  143935/670496      std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, unsigned long> > const*, std::_Rb_tree_node<std::pair<std::string const, unsigned long> > const*, std::string const&) const [258]
                0.00    0.00  202281/670496      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*, std::_Rb_tree_node<std::pair<std::string const, jsonxx::Value*> >*, std::string const&) [52]
[94]     0.0    0.00    0.00  670496         std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
                0.00    0.00  670496/670496      bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [95]
-----------------------------------------------
                0.00    0.00  670496/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
[95]     0.0    0.00    0.00  670496         bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [95]
-----------------------------------------------
                0.00    0.00   50384/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_unique_pos(std::string const&) [187]
                0.00    0.00   76356/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   78380/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::find(std::string const&) [63]
                0.00    0.00   89416/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::lower_bound(std::string const&) [68]
                0.00    0.00   89416/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::string const&) [78]
                0.00    0.00  201536/585488      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::clear() [55]
[96]     0.0    0.00    0.00  585488         std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_end() [96]
-----------------------------------------------
                0.00    0.00   25972/503840      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, jsonxx::Value*> const&) [82]
                0.00    0.00   89416/503840      std::_Rb_tree<std::string, std::pair<std::string const, jsonxx::Value*>, std::_Select1st<std::pair<std::string const, jsonxx::Value*> >, std::less<std::string>, std::allocator<std::pair<std::string const, jsonxx::Value*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, jsonxx::Value*> >, std::pair<std::string const, jsonxx::Value*> const&) [75]
