Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00    3237/6474        jsonxx::Array& jsonxx::Value::get<jsonxx::Array>() [316]
                0.00    0.00    3237/6474        bool jsonxx::Object::has<jsonxx::Array>(std::string const&) const [79]
[287]    0.0    0.00    0.00    6474         bool jsonxx::Value::is<jsonxx::Array>() const [287]
-----------------------------------------------
                0.00    0.00    6146/6146        std::allocator<std::pair<std::string const, int> >::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > const&) [292]
[288]    0.0    0.00    0.00    6146         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::new_allocator() [288]
-----------------------------------------------
                0.00    0.00    6146/6146        std::allocator<std::pair<std::string const, int> >::~allocator() [293]
[289]    0.0    0.00    0.00    6146         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::~new_allocator() [289]
-----------------------------------------------
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [333]
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node(std::pair<std::string const, int> const&) [332]
[290]    0.0    0.00    0.00    6146         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::get_allocator() const [290]
                0.00    0.00    6146/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() const [291]
                0.00    0.00    6146/6146        std::allocator<std::pair<std::string const, int> >::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > const&) [292]
-----------------------------------------------
                0.00    0.00    6146/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::get_allocator() const [290]
[291]    0.0    0.00    0.00    6146         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() const [291]
-----------------------------------------------
                0.00    0.00    6146/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::get_allocator() const [290]
[292]    0.0    0.00    0.00    6146         std::allocator<std::pair<std::string const, int> >::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > const&) [292]
                0.00    0.00    6146/6146        __gnu_cxx::new_allocator<std::pair<std::string const, int> >::new_allocator() [288]
-----------------------------------------------
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [333]
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node(std::pair<std::string const, int> const&) [332]
[293]    0.0    0.00    0.00    6146         std::allocator<std::pair<std::string const, int> >::~allocator() [293]
                0.00    0.00    6146/6146        __gnu_cxx::new_allocator<std::pair<std::string const, int> >::~new_allocator() [289]
-----------------------------------------------
                0.00    0.00    6146/6146        std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [297]
[294]    0.0    0.00    0.00    6146         std::_Iter_base<float*, false>::_S_base(float*) [294]
-----------------------------------------------
                0.00    0.00    3073/6146        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [283]
                0.00    0.00    3073/6146        __gnu_cxx::new_allocator<std::pair<std::string const, int> >::destroy(std::pair<std::string const, int>*) [319]
[295]    0.0    0.00    0.00    6146         std::pair<std::string const, int>::~pair() [295]
-----------------------------------------------
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [331]
                0.00    0.00    3073/6146        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_node() [330]
[296]    0.0    0.00    0.00    6146         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() [296]
-----------------------------------------------
                0.00    0.00    6146/6146        void std::fill<float*, float>(float*, float*, float const&) [336]
[297]    0.0    0.00    0.00    6146         std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [297]
                0.00    0.00    6146/6146        std::_Iter_base<float*, false>::_S_base(float*) [294]
-----------------------------------------------
                0.00    0.00    5935/5935        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [283]
[298]    0.0    0.00    0.00    5935         std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::key_comp() const [298]
                0.00    0.00    5935/5935        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::key_comp() const [299]
-----------------------------------------------
                0.00    0.00    5935/5935        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::key_comp() const [298]
[299]    0.0    0.00    0.00    5935         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::key_comp() const [299]
-----------------------------------------------
                0.00    0.00     758/4099        std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long> >*) [466]
                0.00    0.00    3341/4099        std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_get_insert_unique_pos(std::string const&) [46]
[300]    0.0    0.00    0.00    4099         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_S_right(std::_Rb_tree_node_base*) [300]
-----------------------------------------------
                0.00    0.00       6/4092        SimilarityMatrix::SimilarityMatrix(std::string const&, std::string const&, std::string const&, std::string const&) [28]
                0.00    0.00    4086/4092        SimilarityMatrix::getCFG(std::string const&, std::string const&) [8]
[301]    0.0    0.00    0.00    4092         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [301]
-----------------------------------------------
                0.00    0.00     162/4086        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*) [419]
                0.00    0.00     162/4086        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_create_node(std::pair<std::string const, spgk_input_t*> const&) [418]
                0.00    0.00    3762/4086        std::_Rb_tree_iterator<std::pair<std::string const, spgk_input_t*> >::operator->() const [311]
[302]    0.0    0.00    0.00    4086         std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >::_M_valptr() [302]
                0.00    0.00    4086/4086        std::pair<std::string const, spgk_input_t*>* std::__addressof<std::pair<std::string const, spgk_input_t*> >(std::pair<std::string const, spgk_input_t*>&) [303]
-----------------------------------------------
                0.00    0.00    4086/4086        std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >::_M_valptr() [302]
[303]    0.0    0.00    0.00    4086         std::pair<std::string const, spgk_input_t*>* std::__addressof<std::pair<std::string const, spgk_input_t*> >(std::pair<std::string const, spgk_input_t*>&) [303]
-----------------------------------------------
                0.00    0.00       4/3928        SimilarityMatrix::SimilarityMatrix(std::string const&, std::string const&, std::string const&, std::string const&) [28]
                0.00    0.00    3924/3928        SimilarityMatrix::getCFG(std::string const&, std::string const&) [8]
[304]    0.0    0.00    0.00    3928         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [304]
-----------------------------------------------
                0.00    0.00     758/3925        std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, unsigned long> >*) [466]
                0.00    0.00    3167/3925        std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_get_insert_unique_pos(std::string const&) [46]
[305]    0.0    0.00    0.00    3925         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_S_left(std::_Rb_tree_node_base*) [305]
-----------------------------------------------
                0.00    0.00     162/3924        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_get_insert_unique_pos(std::string const&) [421]
                0.00    0.00     162/3924        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, spgk_input_t*> const&) [415]
                0.00    0.00    3600/3924        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
[306]    0.0    0.00    0.00    3924         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_end() [306]
-----------------------------------------------
                0.00    0.00     160/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_get_insert_unique_pos(std::string const&) [421]
                0.00    0.00     161/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, spgk_input_t*> const&) [415]
                0.00    0.00    3496/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
[307]    0.0    0.00    0.00    3817         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_key(std::_Rb_tree_node_base const*) [307]
                0.00    0.00    3817/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_value(std::_Rb_tree_node_base const*) [308]
                0.00    0.00    3817/35451       std::_Select1st<std::pair<std::string const, spgk_input_t*> >::operator()(std::pair<std::string const, spgk_input_t*> const&) const [200]
-----------------------------------------------
                0.00    0.00    3817/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_key(std::_Rb_tree_node_base const*) [307]
[308]    0.0    0.00    0.00    3817         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_value(std::_Rb_tree_node_base const*) [308]
                0.00    0.00    3817/35128       std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >::_M_valptr() const [201]
-----------------------------------------------
                0.00    0.00     163/3763        SimilarityMatrix::~SimilarityMatrix() [489]
                0.00    0.00    3600/3763        SimilarityMatrix::getCFG(std::string const&, std::string const&) [8]
[309]    0.0    0.00    0.00    3763         std::map<std::string, spgk_input_t*, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::end() [309]
                0.00    0.00    3763/7525        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::end() [273]
-----------------------------------------------
                0.00    0.00       1/3763        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::~_Rb_tree() [504]
                0.00    0.00     162/3763        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_get_insert_unique_pos(std::string const&) [421]
                0.00    0.00    3600/3763        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
[310]    0.0    0.00    0.00    3763         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_begin() [310]
-----------------------------------------------
                0.00    0.00     162/3762        SimilarityMatrix::~SimilarityMatrix() [489]
                0.00    0.00    3600/3762        SimilarityMatrix::getCFG(std::string const&, std::string const&) [8]
[311]    0.0    0.00    0.00    3762         std::_Rb_tree_iterator<std::pair<std::string const, spgk_input_t*> >::operator->() const [311]
                0.00    0.00    3762/4086        std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >::_M_valptr() [302]
-----------------------------------------------
                0.00    0.00      12/3624        SimilarityMatrix::sort_1() [86]
                0.00    0.00      12/3624        SimilarityMatrix::sort_2() [87]
                0.00    0.00    3600/3624        SimilarityMatrix::evaluate() [2]
[312]    0.0    0.00    0.00    3624         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long) [312]
-----------------------------------------------
                0.00    0.00    3600/3600        SimilarityMatrix::getCFG(std::string const&, std::string const&) [8]
[313]    0.0    0.00    0.00    3600         std::map<std::string, spgk_input_t*, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [313]
                0.00    0.00    3600/3600        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
-----------------------------------------------
                0.00    0.00    3600/3600        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
[314]    0.0    0.00    0.00    3600         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::string const&) [314]
                0.00    0.00   29980/31311       std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> > const*) [206]
                0.00    0.00   29980/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
                0.00    0.00   18722/19131       std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_left(std::_Rb_tree_node_base*) [236]
                0.00    0.00   11258/12504       std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_right(std::_Rb_tree_node_base*) [265]
                0.00    0.00    3600/11462       std::_Rb_tree_iterator<std::pair<std::string const, spgk_input_t*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*) [267]
-----------------------------------------------
                0.00    0.00    3600/3600        std::map<std::string, spgk_input_t*, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [313]
[315]    0.0    0.00    0.00    3600         std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::find(std::string const&) [315]
                0.00    0.00    3762/7525        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::end() [273]
                0.00    0.00    3600/3924        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_end() [306]
                0.00    0.00    3600/3763        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_begin() [310]
                0.00    0.00    3600/3600        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::_Rb_tree_node<std::pair<std::string const, spgk_input_t*> >*, std::string const&) [314]
                0.00    0.00    3600/7212        std::_Rb_tree_iterator<std::pair<std::string const, spgk_input_t*> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, spgk_input_t*> > const&) const [274]
                0.00    0.00    3496/3817        std::_Rb_tree<std::string, std::pair<std::string const, spgk_input_t*>, std::_Select1st<std::pair<std::string const, spgk_input_t*> >, std::less<std::string>, std::allocator<std::pair<std::string const, spgk_input_t*> > >::_S_key(std::_Rb_tree_node_base const*) [307]
                0.00    0.00    3496/670496      std::less<std::string>::operator()(std::string const&, std::string const&) const [94]
-----------------------------------------------
                0.00    0.00    3237/3237        jsonxx::Array& jsonxx::Object::get<jsonxx::Array>(std::string const&) [77]
[316]    0.0    0.00    0.00    3237         jsonxx::Array& jsonxx::Value::get<jsonxx::Array>() [316]
                0.00    0.00    3237/6474        bool jsonxx::Value::is<jsonxx::Array>() const [287]
                0.00    0.00    3237/106920      jsonxx::assertion(char const*, int, char const*, bool) [134]
-----------------------------------------------
                0.00    0.00    3073/3073        __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >&, std::_Rb_tree_node<std::pair<std::string const, int> >*, unsigned long) [321]
[317]    0.0    0.00    0.00    3073         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::deallocate(std::_Rb_tree_node<std::pair<std::string const, int> >*, unsigned long) [317]
-----------------------------------------------
                0.00    0.00    3073/3073        __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >&, unsigned long) [322]
[318]    0.0    0.00    0.00    3073         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::allocate(unsigned long, void const*) [318]
                0.00    0.00    3073/3073        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::max_size() const [323]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [333]
[319]    0.0    0.00    0.00    3073         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::destroy(std::pair<std::string const, int>*) [319]
                0.00    0.00    3073/6146        std::pair<std::string const, int>::~pair() [295]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node(std::pair<std::string const, int> const&) [332]
[320]    0.0    0.00    0.00    3073         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::construct(std::pair<std::string const, int>*, std::pair<std::string const, int> const&) [320]
                0.00    0.00    3073/144061      operator new(unsigned long, void*) [126]
                0.00    0.00    3073/3073        std::pair<std::string const, int>::pair(std::pair<std::string const, int> const&) [328]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [331]
[321]    0.0    0.00    0.00    3073         __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >&, std::_Rb_tree_node<std::pair<std::string const, int> >*, unsigned long) [321]
                0.00    0.00    3073/3073        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::deallocate(std::_Rb_tree_node<std::pair<std::string const, int> >*, unsigned long) [317]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_node() [330]
[322]    0.0    0.00    0.00    3073         __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >&, unsigned long) [322]
                0.00    0.00    3073/3073        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::allocate(unsigned long, void const*) [318]
-----------------------------------------------
                0.00    0.00    3073/3073        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::allocate(unsigned long, void const*) [318]
[323]    0.0    0.00    0.00    3073         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::max_size() const [323]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&) [335]
[324]    0.0    0.00    0.00    3073         std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_M_const_cast() const [324]
                0.00    0.00    3073/19708       std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [232]
-----------------------------------------------
                0.00    0.00    3073/3073        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::insert(std::_Rb_tree_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [326]
[325]    0.0    0.00    0.00    3073         std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) [325]
-----------------------------------------------
                0.00    0.00    3073/3073        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [283]
[326]    0.0    0.00    0.00    3073         std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::insert(std::_Rb_tree_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [326]
                0.00    0.00    3073/3073        std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) [325]
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [334]
-----------------------------------------------
                0.00    0.00    3073/3073        std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [283]
[327]    0.0    0.00    0.00    3073         std::pair<std::string const, int>::pair(std::string const&, int const&) [327]
-----------------------------------------------
                0.00    0.00    3073/3073        __gnu_cxx::new_allocator<std::pair<std::string const, int> >::construct(std::pair<std::string const, int>*, std::pair<std::string const, int> const&) [320]
[328]    0.0    0.00    0.00    3073         std::pair<std::string const, int>::pair(std::pair<std::string const, int> const&) [328]
-----------------------------------------------
                0.00    0.00    3073/3073        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [334]
