0 1 17.79508196721311475409
0 2 1
0 3 1.13249869587897756911
0 4 1
0 5 23.09574468085106382978
0 6 1
0 7 7.80935251798561151079
0 8 1
0 9 19.38392857142857142857
0 10 1
0 11 7.14144736842105263157
0 12 1
0 13 1.96292947558770343580
0 14 1
0 15 .75460549183176920403
0 16 1
0 17 1.92806394316163410301
0 18 1
0 19 .78687930409568684305
0 20 1
0 21 1.91954022988505747126
0 22 1
0 23 1.74798711755233494363
0 24 1
0 25 24.95402298850574712643
0 26 2.57532621589561091340
0 27 1.29534606205250596658
0 28 2.16019900497512437810
0 29 24.12222222222222222222
0 30 1
0 31 1.36798991808443604284
0 32 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 24.12222222222222222222
0 38 .91256830601092896174
0 39 1.28995840760546642899
0 40 2.15376984126984126984
0 41 22.85263157894736842105
0 42 1
0 43 1.30155875299760191846
0 44 1
0 45 7.09477124183006535947
0 46 1.67257318952234206471
0 47 1.29072532699167657550
0 48 .82359635811836115326
1 1 23.59782608695652173913
1 2 1
1 3 1.12428793371310201967
1 4 1
1 5 26.80246913580246913580
1 6 1
1 7 7.86594202898550724637
1 8 1
1 9 26.15662650602409638554
1 10 1
1 11 7.86594202898550724637
1 12 1
1 13 .80258780036968576709
1 14 1
1 15 1.63478915662650602409
1 16 1
1 17 1.66105585309869931140
1 18 1
1 19 1.70542026708562450903
1 20 1
1 21 .81831888428194496796
1 22 1
1 23 1.70408163265306122448
1 24 1
1 25 1.13784067085953878406
1 26 1.51606145251396648044
1 27 7.40955631399317406143
1 28 2.10368217054263565891
1 29 1.14083026799789805570
1 30 1
1 31 1.28613744075829383886
1 32 1
1 33 1
1 34 1
1 35 1
1 36 1
1 37 22.15306122448979591836
1 38 .86048355132778438367
1 39 1.30625752105896510228
1 40 2.14737883283877349159
1 41 20.10185185185185185185
1 42 1
1 43 1.33600000000000000000
1 44 1
1 45 1.29380214541120381406
1 46 1.28461538461538461538
1 47 1.32782874617737003058
1 48 1
2 1 22.85263157894736842105
2 2 1
2 3 1.12428793371310201967
2 4 1
2 5 1.13131839499739447628
2 6 1
2 7 7.61754385964912280701
2 8 1
2 9 27.48101265822784810126
2 10 1
2 11 1.26662777129521586931
2 12 1
2 13 1.79125412541254125412
2 14 1
2 15 1.75647249190938511326
2 16 1
2 17 .78290659935088351965
2 18 1
2 19 1.69212782540919719407
2 20 1
2 21 1.73402555910543130990
2 22 1
2 23 .80051622418879056047
2 24 1
2 25 21.49504950495049504950
2 26 1.51183844011142061281
2 27 5.63896103896103896103
2 28 2.16666666666666666666
2 29 20.10185185185185185185
2 30 1
2 31 1.37928843710292249047
2 32 1
2 33 1
2 34 1
2 35 1
2 36 1
2 37 21.07766990291262135922
2 38 .84409020217729393468
2 39 1.31895504252733900364
2 40 2.14950495049504950495
2 41 19.21238938053097345132
2 42 1
2 43 1.34177997527812113720
2 44 1
2 45 6.63914373088685015290
2 46 1
2 47 5.83602150537634408602
2 48 1
3 1 20.28971962616822429906
3 2 1
3 3 1.12779220779220779220
3 4 1
3 5 24.95402298850574712643
3 6 1
3 7 1.28233904311872415829
3 8 1
3 9 24.39325842696629213483
3 10 1
3 11 7.02588996763754045307
3 12 1
3 13 .76686683150830095372
3 14 1
3 15 1.83206751054852320675
3 16 1
3 17 1.82130872483221476510
3 18 1
3 19 .79494690589527645551
3 20 1
3 21 .77563415505537692032
3 22 1
3 23 1.71079590228526398739
3 24 1
3 25 15.84671532846715328467
3 26 .85878164556962025316
3 27 1.90773286467486818980
3 28 2.11598440545808966861
3 29 15.07638888888888888888
3 30 1
3 31 3.64261744966442953020
3 32 1
3 33 1
3 34 1
3 35 1
3 36 1
3 37 18.71551724137931034482
3 38 1.83827265029635901778
3 39 5.72823218997361477572
3 40 1
3 41 17.09448818897637795275
3 42 1
3 43 1.39703989703989703989
3 44 1
3 45 5.91553133514986376021
3 46 1
3 47 1.37666455294863665187
3 48 1
4 1 1.16595059076262083780
4 2 1
4 3 23.59782608695652173913
4 4 1
4 5 20.28971962616822429906
4 6 1
4 7 6.16761363636363636363
4 8 1
4 9 19.91743119266055045871
4 10 1
4 11 6.13276836158192090395
4 12 1
4 13 1.85080988917306052855
4 14 1
4 15 .77095170454545454545
4 16 1
4 17 1.82744107744107744107
4 18 1
4 19 1.65220700152207001522
4 20 1
4 21 1.81673640167364016736
4 22 1
4 23 1.64969604863221884498
4 24 1
4 25 9.95871559633027522935
4 26 .91333613798906184265
4 27 1.99724011039558417663
4 28 1
4 29 9.69196428571428571428
4 30 1
4 31 1.76791530944625407166
4 32 1
4 33 1
4 34 1
4 35 1
4 36 1
4 37 1.20678154530294608115
4 38 1.37928843710292249047
4 39 1.51606145251396648044
4 40 1
4 41 1.21488528259653049804
4 42 1
4 43 3.47916666666666666666
4 44 1
4 45 1.48090040927694406548
4 46 1
4 47 3.41352201257861635220
4 48 1
5 1 12.77058823529411764705
5 2 1
5 3 23.34408602150537634408
5 4 1
5 5 20.48113207547169811320
5 6 1
5 7 8.16165413533834586466
5 8 1
5 9 20.67619047619047619047
5 10 1
5 11 7.67137809187279151943
5 12 1
5 13 1.88782608695652173913
5 14 1
5 15 1.87640449438202247191
5 16 1
5 17 1.86192109777015437392
5 18 1
5 19 1.79569892473118279569
5 20 1
5 21 1.84923339011925042589
5 22 1
5 23 .77925340990667623833
5 24 1
5 25 5.28223844282238442822
5 26 1.55850681981335247666
5 27 1.38280254777070063694
5 28 2.08549471661863592699
5 29 1.37579214195183776932
5 30 1
5 31 .94762112614578786556
5 32 1
5 33 1
5 34 1
5 35 1
5 36 1
5 37 6.87025316455696202531
5 38 .82266009852216748768
5 39 1.89111498257839721254
5 40 2.12011718750000000000
5 41 6.50000000000000000000
5 42 1
5 43 2.08349328214971209213
5 44 1
5 45 1.80465502909393183707
5 46 1
5 47 2.11186770428015564202
5 48 1
6 1 7.67137809187279151943
6 2 1
6 3 12.47701149425287356321
6 4 1
6 5 11.30729166666666666666
6 6 1
6 7 5.33415233415233415233
6 8 1
6 9 10.74752475247524752475
6 10 1
6 11 5.33415233415233415233
6 12 1
6 13 1.90105078809106830122
6 14 1
6 15 1.89276373147340889276
6 16 1
6 17 1.88128249566724436741
6 18 1
6 19 1.88782608695652173913
6 20 1
6 21 1.86993970714900947459
6 22 1
6 23 1.88128249566724436741
6 24 1
6 25 2.97397260273972602739
6 26 2.47266514806378132118
6 27 1
6 28 1.73264166001596169193
6 29 1.73541167066346922462
6 30 1
6 31 1
6 32 1
6 33 1
6 34 1
6 35 1
6 36 1
6 37 1.51606145251396648044
6 38 1.93666369313113291703
6 39 1.60221402214022140221
6 40 1.88618592528236316246
6 41 1.55515759312320916905
6 42 1
6 43 1.43394980184940554821
6 44 1
6 45 .79031670913724062613
6 46 1
6 47 1.49107142857142857142
6 48 1
7 1 1.48191126279863481228
7 2 1
7 3 6.42307692307692307692
7 4 1
7 5 5.83602150537634408602
7 6 1
7 7 1.76791530944625407166
7 8 1
7 9 5.80481283422459893048
7 10 1
7 11 1.76504065040650406504
7 12 1
7 13 .75909090909090909090
7 14 1
7 15 1.90105078809106830122
7 16 1
7 17 1.88128249566724436741
7 18 1
7 19 1.90438596491228070175
7 20 1
7 21 1.86351931330472103004
7 22 1
7 23 1.89606986899563318777
7 24 1
7 25 1.71756329113924050632
7 26 2.11804878048780487804
7 27 1
7 28 1.52457865168539325842
7 29 1.67257318952234206471
7 30 1
7 31 1
7 32 1
7 33 1
7 34 1
7 35 1
7 36 1
7 37 1.97184377838328792007
7 38 1.73958333333333333333
7 39 1
7 40 1.51818181818181818181
7 41 1.87640449438202247191
7 42 1
7 43 1
7 44 1
7 45 1
7 46 1
7 47 1
7 48 1
8 1 2.04811320754716981132
8 2 1
8 3 1.62865716429107276819
8 4 1
8 5 1.70944881889763779527
8 6 1
8 7 1.45314591700133868808
8 8 1
8 9 1.71484992101105845181
8 10 1
8 11 1.46987136086662153012
8 12 1
8 13 1.90773286467486818980
8 14 1
8 15 .76015406162464985994
8 16 1
8 17 .76255707762557077625
8 18 1
8 19 1.73402555910543130990
8 20 1
8 21 1.88128249566724436741
8 22 1
8 23 .79060451565914056809
8 24 1
8 25 1
8 26 1.53319209039548022598
8 27 1
8 28 1
8 29 1
8 30 1
8 31 1
8 32 1
8 33 1
8 34 1
8 35 1
8 36 1
8 37 1
8 38 1.56524873828406633020
8 39 1
8 40 1
8 41 1
8 42 1
8 43 1
8 44 1
8 45 1
8 46 1
8 47 1
8 48 1
