47,69,1778,47,69,1778,1.49245e+06,251,12.49402390438247011952
47,69,1778,47,69,1778,1.49245e+06,279,11.24014336917562724014
47,69,1778,47,69,1778,1.49245e+06,1748,1.79405034324942791762
47,69,1778,87,129,1157,1.0162e+06,1809,1.20121614151464897733
47,69,1778,87,129,1157,1.0162e+06,190,11.43684210526315789473
47,69,1778,87,129,1157,1.0162e+06,172,12.63372093023255813953
47,69,1778,141,162,1767,1.52495e+06,286,16.23776223776223776223
47,69,1778,141,162,1767,1.52495e+06,1737,2.67357512953367875647
47,69,1778,141,162,1767,1.52495e+06,286,16.23776223776223776223
47,69,1778,398,528,792,412298,96,23.59375000000000000000
47,69,1778,398,528,792,412298,98,23.11224489795918367346
47,69,1778,398,528,792,412298,96,23.59375000000000000000
47,69,1778,912,194,251,124172,1931,2.64888658726048679440
47,69,1778,912,194,251,124172,68,75.22058823529411764705
47,69,1778,912,194,251,124172,68,75.22058823529411764705
87,129,1157,47,69,1778,1.01623e+06,1644,1.29197080291970802919
87,129,1157,47,69,1778,1.01623e+06,381,5.57480314960629921259
87,129,1157,47,69,1778,1.01623e+06,381,5.57480314960629921259
87,129,1157,87,129,1157,1.01062e+06,281,7.42348754448398576512
87,129,1157,87,129,1157,1.01062e+06,1695,1.23067846607669616519
87,129,1157,87,129,1157,1.01062e+06,305,6.83934426229508196721
87,129,1157,141,162,1767,1.44729e+06,422,7.30094786729857819905
87,129,1157,141,162,1767,1.44729e+06,1540,2.00064935064935064935
87,129,1157,141,162,1767,1.44729e+06,457,6.74179431072210065645
87,129,1157,398,528,792,719147,130,15.85384615384615384615
87,129,1157,398,528,792,719147,108,19.08333333333333333333
87,129,1157,398,528,792,719147,107,19.26168224299065420560
87,129,1157,912,194,251,208324,80,44.36250000000000000000
87,129,1157,912,194,251,208324,75,47.32000000000000000000
87,129,1157,912,194,251,208324,74,47.95945945945945945945
141,162,1767,47,69,1778,1.52498e+06,312,10.34615384615384615384
141,162,1767,47,69,1778,1.52498e+06,313,10.31309904153354632587
141,162,1767,47,69,1778,1.52498e+06,260,12.41538461538461538461
141,162,1767,87,129,1157,1.44725e+06,244,12.47950819672131147540
141,162,1767,87,129,1157,1.44724e+06,245,12.42857142857142857142
141,162,1767,87,129,1157,1.44725e+06,1757,1.73306772908366533864
141,162,1767,141,162,1767,2.1361e+06,370,14.62162162162162162162
141,162,1767,141,162,1767,2.13609e+06,368,14.70108695652173913043
141,162,1767,141,162,1767,2.13609e+06,371,14.58221024258760107816
141,162,1767,398,528,792,901375,138,24.12318840579710144927
141,162,1767,398,528,792,901376,102,32.63725490196078431372
141,162,1767,398,528,792,901376,136,24.47794117647058823529
141,162,1767,912,194,251,266595,66,80.18181818181818181818
141,162,1767,912,194,251,266595,75,70.56000000000000000000
141,162,1767,912,194,251,266595,67,78.98507462686567164179
398,528,792,47,69,1778,412297,135,8.63703703703703703703
398,528,792,47,69,1778,412296,133,8.76691729323308270676
398,528,792,47,69,1778,412296,122,9.55737704918032786885
398,528,792,87,129,1157,719143,1888,1.39406779661016949152
398,528,792,87,129,1157,719140,109,24.14678899082568807339
398,528,792,87,129,1157,719142,110,23.92727272727272727272
398,528,792,141,162,1767,901450,160,13.56875000000000000000
398,528,792,141,162,1767,901456,1840,1.17989130434782608695
398,528,792,141,162,1767,901452,156,13.91666666666666666666
398,528,792,398,528,792,1.60284e+06,123,22.19512195121951219512
398,528,792,398,528,792,1.60283e+06,120,22.75000000000000000000
398,528,792,398,528,792,1.60283e+06,1898,1.43835616438356164383
