47,69,1778,47,69,1778,1.49232e+06,98,32.00000000000000000000
47,69,1778,47,69,1778,1.49232e+06,101,31.04950495049504950495
47,69,1778,47,69,1778,1.49232e+06,98,32.00000000000000000000
47,69,1778,87,129,1157,1.01621e+06,143,15.19580419580419580419
47,69,1778,87,129,1157,1.01621e+06,1856,1.17079741379310344827
47,69,1778,87,129,1157,1.01621e+06,141,15.41134751773049645390
47,69,1778,141,162,1767,1.52488e+06,156,29.76923076923076923076
47,69,1778,141,162,1767,1.52488e+06,1843,2.51980466630493760173
47,69,1778,141,162,1767,1.52488e+06,156,29.76923076923076923076
47,69,1778,398,528,792,412436,1499,1.51100733822548365577
47,69,1778,398,528,792,412436,502,4.51195219123505976095
47,69,1778,398,528,792,412436,502,4.51195219123505976095
47,69,1778,912,194,251,124172,640,7.99218750000000000000
47,69,1778,912,194,251,124172,1358,3.76656848306332842415
47,69,1778,912,194,251,124172,1358,3.76656848306332842415
87,129,1157,47,69,1778,1.0162e+06,91,23.34065934065934065934
87,129,1157,47,69,1778,1.0162e+06,1908,1.11320754716981132075
87,129,1157,47,69,1778,1.0162e+06,92,23.08695652173913043478
87,129,1157,87,129,1157,1.0106e+06,153,13.63398692810457516339
87,129,1157,87,129,1157,1.0106e+06,153,13.63398692810457516339
87,129,1157,87,129,1157,1.0106e+06,154,13.54545454545454545454
87,129,1157,141,162,1767,1.44721e+06,115,26.79130434782608695652
87,129,1157,141,162,1767,1.44721e+06,1883,1.63621879978757302177
87,129,1157,141,162,1767,1.44721e+06,115,26.79130434782608695652
87,129,1157,398,528,792,719449,1239,1.66343825665859564164
87,129,1157,398,528,792,719449,1241,1.66075745366639806607
87,129,1157,398,528,792,719449,1242,1.65942028985507246376
87,129,1157,912,194,251,208325,1565,2.26773162939297124600
87,129,1157,912,194,251,208325,1565,2.26773162939297124600
87,129,1157,912,194,251,208325,161,22.04347826086956521739
141,162,1767,47,69,1778,1.52488e+06,138,23.39130434782608695652
141,162,1767,47,69,1778,1.52488e+06,137,23.56204379562043795620
141,162,1767,47,69,1778,1.52488e+06,137,23.56204379562043795620
141,162,1767,87,129,1157,1.44723e+06,1781,1.70971364402021336327
141,162,1767,87,129,1157,1.44723e+06,218,13.96788990825688073394
141,162,1767,87,129,1157,1.44723e+06,218,13.96788990825688073394
141,162,1767,141,162,1767,2.13602e+06,176,30.73863636363636363636
141,162,1767,141,162,1767,2.13602e+06,177,30.56497175141242937853
141,162,1767,141,162,1767,2.13602e+06,177,30.56497175141242937853
141,162,1767,398,528,792,901752,1031,3.22890397672162948593
141,162,1767,398,528,792,901752,1033,3.22265246853823814133
141,162,1767,398,528,792,901752,2968,1.12163072776280323450
141,162,1767,912,194,251,266595,1348,3.92581602373887240356
141,162,1767,912,194,251,266595,1348,3.92581602373887240356
141,162,1767,912,194,251,266595,1347,3.92873051224944320712
398,528,792,47,69,1778,412287,74,15.75675675675675675675
398,528,792,47,69,1778,412287,74,15.75675675675675675675
398,528,792,47,69,1778,412287,73,15.97260273972602739726
398,528,792,87,129,1157,719134,149,17.66442953020134228187
398,528,792,87,129,1157,719134,148,17.78378378378378378378
398,528,792,87,129,1157,719134,1852,1.42116630669546436285
398,528,792,141,162,1767,901378,72,30.15277777777777777777
398,528,792,141,162,1767,901378,74,29.33783783783783783783
398,528,792,141,162,1767,901378,72,30.15277777777777777777
398,528,792,398,528,792,1.6027e+06,1213,2.25061830173124484748
398,528,792,398,528,792,1.6027e+06,2792,.97779369627507163323
398,528,792,398,528,792,1.6027e+06,1226,2.22675367047308319738
