47,69,1778,47,69,1778,1.49232e+06,98
47,69,1778,47,69,1778,1.49232e+06,98
47,69,1778,47,69,1778,1.49232e+06,98
47,69,1778,87,129,1157,1.01621e+06,92
47,69,1778,87,129,1157,1.01621e+06,93
47,69,1778,87,129,1157,1.01621e+06,92
47,69,1778,141,162,1767,1.52488e+06,140
47,69,1778,141,162,1767,1.52488e+06,140
47,69,1778,141,162,1767,1.52488e+06,140
47,69,1778,398,528,792,412289,101
47,69,1778,398,528,792,412289,103
47,69,1778,398,528,792,412289,101
47,69,1778,912,194,251,124172,191
47,69,1778,912,194,251,124172,1688
47,69,1778,912,194,251,124172,1686
87,129,1157,47,69,1778,1.0162e+06,121
87,129,1157,47,69,1778,1.0162e+06,121
87,129,1157,47,69,1778,1.0162e+06,121
87,129,1157,87,129,1157,1.01059e+06,156
87,129,1157,87,129,1157,1.01059e+06,156
87,129,1157,87,129,1157,1.01059e+06,156
87,129,1157,141,162,1767,1.4472e+06,1765
87,129,1157,141,162,1767,1.4472e+06,236
87,129,1157,141,162,1767,1.4472e+06,234
87,129,1157,398,528,792,719129,182
87,129,1157,398,528,792,719129,1818
87,129,1157,398,528,792,719129,183
87,129,1157,912,194,251,208324,335
87,129,1157,912,194,251,208324,346
87,129,1157,912,194,251,208324,343
141,162,1767,47,69,1778,1.52487e+06,93
141,162,1767,47,69,1778,1.52487e+06,93
141,162,1767,47,69,1778,1.52487e+06,93
141,162,1767,87,129,1157,1.44721e+06,86
141,162,1767,87,129,1157,1.44721e+06,86
141,162,1767,87,129,1157,1.44721e+06,87
141,162,1767,141,162,1767,2.13601e+06,129
141,162,1767,141,162,1767,2.13602e+06,129
141,162,1767,141,162,1767,2.13602e+06,1868
141,162,1767,398,528,792,901372,85
141,162,1767,398,528,792,901374,84
141,162,1767,398,528,792,901372,89
141,162,1767,912,194,251,266595,240
141,162,1767,912,194,251,266596,248
141,162,1767,912,194,251,266596,300
398,528,792,47,69,1778,412427,472
398,528,792,47,69,1778,412427,1527
398,528,792,47,69,1778,412427,1526
398,528,792,87,129,1157,719464,1247
398,528,792,87,129,1157,719465,1248
398,528,792,87,129,1157,719464,1248
398,528,792,141,162,1767,901690,1028
398,528,792,141,162,1767,901691,1028
398,528,792,141,162,1767,901690,1028
398,528,792,398,528,792,1.60272e+06,2585
398,528,792,398,528,792,1.60272e+06,1413
398,528,792,398,528,792,1.60272e+06,1416
