47,69,1778,47,69,1778,1.49484e+06,3944,.79513184584178498985
47,69,1778,47,69,1778,1.49484e+06,2294,1.36704446381865736704
47,69,1778,47,69,1778,1.49484e+06,2298,1.36466492602262837249
87,129,1157,47,69,1778,1.01801e+06,1496,1.41978609625668449197
87,129,1157,47,69,1778,1.01801e+06,2510,.84621513944223107569
87,129,1157,47,69,1778,1.01801e+06,1343,1.58153387937453462397
141,162,1767,47,69,1778,1.5285e+06,3722,.86727565824825362708
141,162,1767,47,69,1778,1.5285e+06,2282,1.41454864154250657318
141,162,1767,47,69,1778,1.5285e+06,2058,1.56851311953352769679
398,528,792,87,129,1157,719741,2327,1.13107004727116458960
