47,69,1778,47,69,1778,1.49288e+06,259
47,69,1778,47,69,1778,1.49288e+06,260
47,69,1778,47,69,1778,1.49288e+06,259
47,69,1778,87,129,1157,1.01632e+06,203
47,69,1778,87,129,1157,1.01632e+06,1729
47,69,1778,87,129,1157,1.01632e+06,204
47,69,1778,141,162,1767,1.52515e+06,1594
47,69,1778,141,162,1767,1.52515e+06,404
47,69,1778,141,162,1767,1.52515e+06,1597
47,69,1778,398,528,792,412345,1442
47,69,1778,398,528,792,412345,1438
47,69,1778,398,528,792,412345,1329
47,69,1778,912,194,251,124190,1740
47,69,1778,912,194,251,124190,1706
47,69,1778,912,194,251,124190,2257
87,129,1157,47,69,1778,1.01633e+06,329
87,129,1157,47,69,1778,1.01633e+06,283
87,129,1157,47,69,1778,1.01633e+06,1671
87,129,1157,87,129,1157,1.01069e+06,1581
87,129,1157,87,129,1157,1.01069e+06,416
87,129,1157,87,129,1157,1.01069e+06,1581
87,129,1157,141,162,1767,1.44735e+06,1371
87,129,1157,141,162,1767,1.44735e+06,628
87,129,1157,141,162,1767,1.44735e+06,629
87,129,1157,398,528,792,719267,2828
87,129,1157,398,528,792,719267,1004
87,129,1157,398,528,792,719267,1170
141,162,1767,47,69,1778,1.52529e+06,1529
141,162,1767,47,69,1778,1.52529e+06,472
141,162,1767,47,69,1778,1.52529e+06,1513
141,162,1767,87,129,1157,1.44748e+06,1312
141,162,1767,87,129,1157,1.44748e+06,571
141,162,1767,87,129,1157,1.44748e+06,1310
141,162,1767,141,162,1767,2.13632e+06,1166
141,162,1767,141,162,1767,2.13632e+06,1169
141,162,1767,141,162,1767,2.13632e+06,1038
141,162,1767,398,528,792,901547,1900
141,162,1767,398,528,792,901547,2072
141,162,1767,398,528,792,901547,2395
398,528,792,47,69,1778,412294,736
398,528,792,47,69,1778,412294,736
398,528,792,47,69,1778,412294,594
398,528,792,87,129,1157,719187,2673
398,528,792,87,129,1157,719187,1087
398,528,792,87,129,1157,719187,1092
