47,69,1778,47,69,1778,1.49231e+06,107
47,69,1778,47,69,1778,1.49231e+06,107
47,69,1778,47,69,1778,1.49231e+06,107
47,69,1778,87,129,1157,1.0162e+06,168
47,69,1778,87,129,1157,1.0162e+06,169
47,69,1778,87,129,1157,1.0162e+06,168
47,69,1778,141,162,1767,1.52487e+06,1845
47,69,1778,141,162,1767,1.52487e+06,157
47,69,1778,141,162,1767,1.52487e+06,157
47,69,1778,398,528,792,412289,37
47,69,1778,398,528,792,412289,34
47,69,1778,398,528,792,412289,35
47,69,1778,912,194,251,124172,37
47,69,1778,912,194,251,124172,37
47,69,1778,912,194,251,124172,35
87,129,1157,47,69,1778,1.0162e+06,84
87,129,1157,47,69,1778,1.0162e+06,80
87,129,1157,47,69,1778,1.0162e+06,84
87,129,1157,87,129,1157,1.01059e+06,144
87,129,1157,87,129,1157,1.01059e+06,144
87,129,1157,87,129,1157,1.01059e+06,144
87,129,1157,141,162,1767,1.4472e+06,1857
87,129,1157,141,162,1767,1.4472e+06,142
87,129,1157,141,162,1767,1.4472e+06,138
87,129,1157,398,528,792,719123,87
87,129,1157,398,528,792,719123,58
87,129,1157,398,528,792,719123,57
87,129,1157,912,194,251,208325,52
87,129,1157,912,194,251,208325,51
87,129,1157,912,194,251,208325,49
141,162,1767,47,69,1778,1.52487e+06,124
141,162,1767,47,69,1778,1.52487e+06,118
141,162,1767,47,69,1778,1.52487e+06,124
141,162,1767,87,129,1157,1.4472e+06,220
141,162,1767,87,129,1157,1.4472e+06,1779
141,162,1767,87,129,1157,1.4472e+06,220
141,162,1767,141,162,1767,2.13599e+06,218
141,162,1767,141,162,1767,2.13599e+06,1781
141,162,1767,141,162,1767,2.13599e+06,218
141,162,1767,398,528,792,901376,80
141,162,1767,398,528,792,901376,80
141,162,1767,398,528,792,901376,1918
141,162,1767,912,194,251,266595,67
141,162,1767,912,194,251,266595,64
141,162,1767,912,194,251,266595,65
398,528,792,47,69,1778,412289,92
398,528,792,47,69,1778,412289,103
398,528,792,47,69,1778,412289,88
398,528,792,87,129,1157,719129,171
398,528,792,87,129,1157,719129,158
398,528,792,87,129,1157,719129,169
398,528,792,141,162,1767,901370,152
398,528,792,141,162,1767,901370,170
398,528,792,141,162,1767,901370,151
398,528,792,398,528,792,1.60254e+06,150
398,528,792,398,528,792,1.60254e+06,150
398,528,792,398,528,792,1.60254e+06,150
